document,topic,gamma
text101,9,0.2824074074074074
text101,10,0.1388888888888889
text102,1,0.0219435736677116
text102,2,0.04075235109717868
text102,3,0.03761755485893417
text102,4,0.4482758620689655
text102,5,0.0219435736677116
text102,6,0.07523510971786834
text102,7,0.02821316614420063
text102,8,0.0219435736677116
text102,9,0.07210031347962383
text102,10,0.23197492163009403
text103,1,0.086556169429097607
text103,2,0.053406998158379376
text103,3,0.0570902394106814
text103,4,0.1141804788213628
text103,5,0.029465930018416207
text103,6,0.049723756906077346
text103,7,0.029465930018416207
text103,8,0.040515653775322284
text103,9,0.35359116022099446
text103,10,0.1860036832412523
